student_id,app_usage_percentage,divice_type,internet_quality,video_completion_rate
STU153666,51,Mobile,Low,55.6
STU153667,52,Laptop,Medium,68.9
STU153668,70,Tablet,High,48.5
STU153669,48,Laptop,High,30.1
STU153670,52,Mobile,Low,88.5
STU153671,17,Laptop,Medium,42.6
STU153672,77,Mobile,Medium,69.5
STU153673,55,Mobile,High,36.9
STU153674,36,Mobile,High,59.0
STU153675,55,Mobile,High,89.6
STU153676,84,Laptop,High,49.3
STU153677,70,Laptop,High,57.7
STU153678,48,Laptop,High,58.3
STU153679,93,Laptop,Medium,36.7
STU153680,100,Laptop,Medium,81.6
STU153681,48,Laptop,Medium,40.1
STU153682,32,Mobile,Low,80.3
STU153683,95,Laptop,Medium,63.0
STU153684,72,Laptop,Medium,39.9
STU153685,64,Mobile,High,80.0
STU153686,51,Mobile,Medium,40.4
STU153687,45,Laptop,Medium,28.1
STU153688,69,Mobile,Low,75.6
STU153689,56,Mobile,High,59.1
STU153690,92,Laptop,Medium,81.0
STU153691,100,Mobile,Medium,34.4
STU153692,56,Mobile,Low,66.9
STU153693,46,Laptop,Medium,77.0
STU153694,88,Mobile,Medium,66.3
STU153695,100,Mobile,High,78.3
STU153696,58,Laptop,High,62.6
STU153697,80,Mobile,Medium,75.7
STU153698,69,Mobile,Medium,89.9
STU153699,70,Laptop,Medium,77.6
STU153700,39,Mobile,High,73.9
STU153701,73,Mobile,Medium,40.0
STU153702,45,Mobile,Low,63.0
STU153703,93,Mobile,Low,20.9
STU153704,84,Laptop,High,50.2
STU153705,83,Laptop,Medium,79.0
STU153706,55,Tablet,Medium,53.0
STU153707,76,Laptop,High,56.0
STU153708,51,Mobile,High,64.1
STU153709,89,Mobile,Medium,59.6
STU153710,42,Mobile,Medium,19.1
STU153711,50,Laptop,High,79.7
STU153712,32,Mobile,Medium,18.2
STU153713,100,Mobile,High,53.9
STU153714,58,Mobile,Low,65.4
STU153715,56,Mobile,Medium,31.8
STU153716,33,Mobile,High,73.3
STU153717,100,Mobile,Medium,89.4
STU153718,55,Mobile,Medium,44.3
STU153719,50,Mobile,Medium,88.4
STU153720,93,Mobile,High,86.7
STU153721,78,Laptop,Medium,52.4
STU153722,100,Mobile,Medium,56.2
STU153723,57,Mobile,Low,48.8
STU153724,79,Mobile,High,89.0
STU153725,59,Mobile,Medium,52.4
STU153726,100,Laptop,High,89.8
STU153727,52,Mobile,Low,57.1
STU153728,90,Laptop,High,49.2
STU153729,70,Mobile,Medium,47.2
STU153730,39,Mobile,Low,26.2
STU153731,51,Mobile,Medium,69.1
STU153732,15,Mobile,High,52.5
STU153733,63,Tablet,Medium,82.0
STU153734,81,Laptop,Medium,91.2
STU153735,0,Laptop,Medium,27.4
STU153736,45,Mobile,Medium,55.0
STU153737,57,Mobile,High,75.6
STU153738,97,Mobile,Medium,70.7
STU153739,72,Laptop,Medium,89.0
STU153740,47,Laptop,High,77.0
STU153741,69,Mobile,Medium,54.0
STU153742,32,Mobile,Medium,71.4
STU153743,47,Laptop,Medium,87.3
STU153744,68,Mobile,High,93.9
STU153745,88,Mobile,Medium,61.3
STU153746,52,Mobile,Low,82.4
STU153747,100,Tablet,Medium,48.0
STU153748,8,Tablet,High,52.6
STU153749,73,Laptop,Medium,76.4
STU153750,87,Mobile,Medium,48.9
STU153751,74,Laptop,High,57.2
STU153752,89,Laptop,Low,60.6
STU153753,100,Laptop,Medium,86.3
STU153754,34,Mobile,High,92.1
STU153755,100,Mobile,High,60.3
STU153756,43,Laptop,Low,55.8
STU153757,47,Mobile,Medium,31.9
STU153758,53,Mobile,High,67.3
STU153759,43,Mobile,Low,89.3
STU153760,42,Mobile,Low,28.9
STU153761,59,Mobile,Medium,88.9
STU153762,75,Mobile,High,40.7
STU153763,37,Laptop,High,93.2
STU153764,55,Mobile,Medium,87.5
STU153765,89,Mobile,High,29.5
STU153766,74,Mobile,Medium,34.5
STU153767,69,Laptop,Medium,66.8
STU153768,65,Mobile,High,72.1
STU153769,65,Mobile,Low,54.9
STU153770,84,Laptop,Low,26.1
STU153771,76,Mobile,High,57.9
STU153772,46,Mobile,Medium,42.0
STU153773,70,Mobile,Low,64.0
STU153774,42,Laptop,High,59.4
STU153775,81,Laptop,Medium,34.2
STU153776,80,Mobile,Medium,66.4
STU153777,69,Laptop,Low,30.1
STU153778,53,Mobile,Medium,39.7
STU153779,67,Mobile,Medium,63.0
STU153780,86,Laptop,Medium,58.6
STU153781,89,Tablet,Medium,51.6
STU153782,84,Laptop,Low,79.2
STU153783,72,Mobile,High,30.5
STU153784,33,Tablet,Medium,48.2
STU153785,84,Mobile,High,87.5
STU153786,86,Mobile,Low,81.9
STU153787,38,Laptop,Medium,68.0
STU153788,36,Mobile,Medium,70.1
STU153789,62,Mobile,Low,67.2
STU153790,50,Laptop,Medium,75.0
STU153791,56,Laptop,Low,46.0
STU153792,100,Laptop,High,91.9
STU153793,100,Tablet,Medium,33.1
STU153794,73,Mobile,Medium,47.7
STU153795,62,Laptop,Low,19.7
STU153796,74,Mobile,Medium,74.6
STU153797,89,Mobile,Medium,32.1
STU153798,58,Mobile,High,66.0
STU153799,56,Mobile,Medium,34.2
STU153800,77,Mobile,Low,39.5
STU153801,85,Laptop,High,55.0
STU153802,73,Mobile,Medium,38.0
STU153803,45,Mobile,Medium,23.0
STU153804,47,Tablet,Low,75.2
STU153805,51,Mobile,Low,64.5
STU153806,73,Laptop,Medium,33.9
STU153807,100,Laptop,Medium,49.5
STU153808,52,Mobile,Medium,71.2
STU153809,87,Tablet,Medium,28.6
STU153810,51,Laptop,Medium,82.9
STU153811,50,Laptop,Low,54.3
STU153812,76,Mobile,High,80.6
STU153813,65,Mobile,Low,80.9
STU153814,68,Mobile,Low,84.6
STU153815,42,Mobile,Low,15.8
STU153816,64,Laptop,High,75.0
STU153817,65,Mobile,Low,17.4
STU153818,51,Laptop,High,64.1
STU153819,62,Mobile,High,75.2
STU153820,96,Laptop,Low,49.4
STU153821,21,Mobile,Medium,76.6
STU153822,47,Mobile,High,64.4
STU153823,57,Mobile,High,94.3
STU153824,92,Mobile,High,31.6
STU153825,39,Laptop,High,93.0
STU153826,76,Laptop,Medium,72.7
STU153827,50,Mobile,Low,86.4
STU153828,77,Laptop,Medium,46.0
STU153829,54,Tablet,Medium,62.6
STU153830,81,Mobile,Medium,46.9
STU153831,76,Mobile,High,11.9
STU153832,72,Mobile,Medium,85.9
STU153833,46,Mobile,Medium,56.8
STU153834,41,Laptop,Medium,57.1
STU153835,55,Mobile,Medium,10.6
STU153836,63,Mobile,High,63.8
STU153837,74,Mobile,Medium,55.5
STU153838,76,Mobile,Medium,76.8
STU153839,89,Laptop,Medium,78.1
STU153840,49,Mobile,Medium,87.8
STU153841,62,Mobile,High,59.0
STU153842,61,Laptop,Medium,63.2
STU153843,70,Mobile,Medium,43.4
STU153844,28,Laptop,Medium,39.5
STU153845,50,Mobile,High,89.1
STU153846,98,Mobile,High,50.3
STU153847,40,Mobile,High,66.3
STU153848,85,Mobile,Low,71.0
STU153849,91,Mobile,Medium,24.4
STU153850,72,Laptop,Medium,64.7
STU153851,90,Laptop,Medium,91.5
STU153852,48,Tablet,High,64.5
STU153853,79,Laptop,High,70.6
STU153854,81,Mobile,Medium,57.5
STU153855,64,Mobile,Low,89.7
STU153856,89,Mobile,High,29.8
STU153857,100,Mobile,Medium,71.8
STU153858,53,Mobile,High,71.9
STU153859,59,Tablet,Low,56.3
STU153860,80,Laptop,High,77.5
STU153861,65,Laptop,High,50.1
STU153862,59,Laptop,High,62.3
STU153863,44,Laptop,Medium,41.9
STU153864,69,Laptop,Medium,83.5
STU153865,35,Mobile,High,55.0
STU153866,77,Tablet,High,40.0
STU153867,77,Laptop,High,92.7
STU153868,43,Tablet,Low,67.4
STU153869,69,Mobile,High,65.3
STU153870,78,Laptop,Low,53.5
STU153871,51,Mobile,Medium,84.9
STU153872,71,Laptop,Medium,86.2
STU153873,97,Mobile,Low,22.9
STU153874,69,Mobile,High,18.5
STU153875,98,Laptop,Medium,76.1
STU153876,59,Laptop,Medium,67.3
STU153877,78,Mobile,Medium,53.7
STU153878,45,Mobile,High,64.2
STU153879,67,Laptop,Medium,67.2
STU153880,66,Laptop,Medium,53.6
STU153881,72,Laptop,High,84.8
STU153882,83,Laptop,High,54.7
STU153883,66,Mobile,High,80.9
STU153884,97,Laptop,Medium,86.8
STU153885,79,Mobile,High,38.9
STU153886,94,Laptop,Medium,62.5
STU153887,74,Mobile,High,40.2
STU153888,66,Mobile,High,91.1
STU153889,37,Mobile,Medium,97.6
STU153890,100,Laptop,Medium,69.1
STU153891,60,Laptop,Medium,55.8
STU153892,83,Mobile,Low,98.7
STU153893,69,Tablet,Medium,76.6
STU153894,66,Mobile,Medium,67.4
STU153895,68,Mobile,Medium,72.8
STU153896,41,Mobile,High,61.2
STU153897,61,Mobile,Low,71.4
STU153898,70,Mobile,Low,29.6
STU153899,65,Mobile,Medium,86.6
STU153900,86,Tablet,Low,29.3
STU153901,69,Mobile,Medium,28.4
STU153902,65,Mobile,Low,64.5
STU153903,84,Mobile,Low,48.2
STU153904,93,Laptop,High,62.1
STU153905,92,Mobile,Medium,73.6
STU153906,47,Laptop,Medium,55.0
STU153907,74,Laptop,High,35.6
STU153908,98,Laptop,Low,32.5
STU153909,74,Mobile,Medium,63.9
STU153910,34,Laptop,Low,24.6
STU153911,77,Laptop,Medium,40.0
STU153912,83,Mobile,Medium,29.7
STU153913,76,Laptop,Medium,81.5
STU153914,78,Mobile,High,66.7
STU153915,97,Mobile,Medium,85.5
STU153916,95,Laptop,Low,37.3
STU153917,95,Mobile,High,64.4
STU153918,60,Tablet,High,81.5
STU153919,54,Mobile,Medium,70.0
STU153920,69,Mobile,Medium,64.6
STU153921,97,Laptop,High,45.9
STU153922,77,Laptop,Medium,75.8
STU153923,26,Mobile,High,51.8
STU153924,32,Laptop,Medium,89.9
STU153925,71,Laptop,High,77.2
STU153926,75,Mobile,Medium,46.0
STU153927,100,Mobile,Low,85.9
STU153928,82,Laptop,High,58.6
STU153929,59,Mobile,Medium,50.0
STU153930,41,Mobile,Medium,52.2
STU153931,100,Mobile,Medium,79.0
STU153932,69,Mobile,High,29.5
STU153933,65,Mobile,Medium,46.6
STU153934,76,Mobile,Medium,89.1
STU153935,95,Laptop,Medium,57.1
STU153936,61,Laptop,Medium,74.6
STU153937,63,Laptop,High,52.9
STU153938,96,Laptop,Medium,69.5
STU153939,32,Mobile,High,67.8
STU153940,78,Laptop,Medium,54.1
STU153941,54,Mobile,High,64.6
STU153942,77,Tablet,Medium,72.9
STU153943,60,Laptop,High,97.2
STU153944,29,Mobile,Low,36.2
STU153945,98,Laptop,Low,30.0
STU153946,84,Mobile,Medium,65.6
STU153947,81,Laptop,High,73.7
STU153948,62,Laptop,Medium,86.2
STU153949,53,Mobile,Medium,68.3
STU153950,86,Tablet,High,62.2
STU153951,79,Laptop,High,94.0
STU153952,78,Mobile,High,71.4
STU153953,56,Mobile,High,50.0
STU153954,92,Mobile,Medium,52.9
STU153955,70,Mobile,Medium,85.4
STU153956,81,Mobile,Medium,54.2
STU153957,52,Mobile,Medium,85.7
STU153958,70,Mobile,High,79.7
STU153959,38,Mobile,Medium,75.6
STU153960,52,Mobile,High,57.7
STU153961,56,Mobile,Low,70.8
STU153962,95,Laptop,High,75.7
STU153963,60,Laptop,Medium,37.6
STU153964,43,Laptop,Low,14.9
STU153965,44,Mobile,Medium,36.1
STU153966,47,Mobile,High,33.5
STU153967,90,Mobile,High,35.6
STU153968,87,Laptop,Medium,88.0
STU153969,86,Laptop,Medium,79.7
STU153970,58,Mobile,Low,90.0
STU153971,42,Mobile,High,53.3
STU153972,46,Laptop,Medium,71.3
STU153973,80,Mobile,High,25.2
STU153974,95,Mobile,Low,52.1
STU153975,66,Laptop,Medium,52.9
STU153976,79,Mobile,Medium,80.0
STU153977,100,Mobile,High,71.4
STU153978,75,Mobile,Low,87.2
STU153979,81,Mobile,Medium,70.1
STU153980,69,Mobile,Low,96.1
STU153981,74,Mobile,High,72.4
STU153982,45,Mobile,Low,81.0
STU153983,98,Laptop,Low,49.6
STU153984,100,Mobile,Medium,82.3
STU153985,60,Laptop,High,11.4
STU153986,75,Laptop,High,87.2
STU153987,39,Mobile,High,68.1
STU153988,40,Mobile,High,47.9
STU153989,100,Mobile,High,23.4
STU153990,68,Mobile,Medium,73.9
STU153991,48,Mobile,Medium,57.1
STU153992,88,Laptop,Medium,65.3
STU153993,79,Mobile,Medium,76.4
STU153994,67,Mobile,Medium,64.3
STU153995,80,Mobile,Medium,64.5
STU153996,70,Laptop,Medium,35.4
STU153997,60,Mobile,Medium,85.7
STU153998,89,Mobile,Medium,35.0
STU153999,53,Mobile,Low,53.1
STU154000,91,Mobile,Medium,19.2
STU154001,90,Mobile,High,83.2
STU154002,77,Mobile,Medium,85.4
STU154003,91,Laptop,Medium,89.2
STU154004,73,Laptop,High,57.5
STU154005,92,Laptop,Low,31.4
STU154006,98,Mobile,Medium,24.6
STU154007,38,Mobile,High,47.0
STU154008,49,Mobile,Low,33.9
STU154009,95,Mobile,Medium,56.0
STU154010,95,Laptop,Medium,63.0
STU154011,64,Mobile,Medium,55.9
STU154012,71,Laptop,High,75.8
STU154013,70,Laptop,High,83.9
STU154014,78,Laptop,Medium,82.1
STU154015,62,Laptop,Medium,91.5
STU154016,56,Laptop,Low,83.8
STU154017,65,Laptop,Medium,67.9
STU154018,68,Laptop,Low,39.6
STU154019,64,Mobile,High,64.4
STU154020,68,Mobile,Medium,77.6
STU154021,13,Mobile,Low,36.2
STU154022,81,Laptop,High,95.4
STU154023,75,Mobile,Medium,73.0
STU154024,84,Mobile,Medium,44.2
STU154025,77,Mobile,Medium,22.1
STU154026,89,Mobile,Medium,68.3
STU154027,96,Laptop,Medium,87.9
STU154028,85,Mobile,Medium,60.2
STU154029,30,Laptop,Low,59.1
STU154030,80,Mobile,Medium,51.7
STU154031,86,Mobile,High,83.7
STU154032,43,Mobile,High,71.7
STU154033,47,Tablet,Low,85.4
STU154034,74,Laptop,High,57.3
STU154035,83,Tablet,Low,61.0
STU154036,63,Mobile,Medium,55.1
STU154037,69,Mobile,High,60.7
STU154038,57,Tablet,High,31.8
STU154039,67,Mobile,High,62.5
STU154040,44,Mobile,High,73.3
STU154041,62,Laptop,Medium,51.1
STU154042,82,Tablet,Medium,48.5
STU154043,61,Laptop,Medium,44.3
STU154044,65,Laptop,Medium,73.5
STU154045,79,Tablet,High,76.8
STU154046,100,Mobile,Medium,56.1
STU154047,63,Mobile,High,31.9
STU154048,52,Mobile,High,45.9
STU154049,54,Mobile,Medium,69.6
STU154050,86,Mobile,High,76.9
STU154051,80,Mobile,Medium,32.7
STU154052,84,Mobile,Medium,88.6
STU154053,53,Tablet,Low,81.5
STU154054,71,Laptop,Medium,38.9
STU154055,63,Laptop,Medium,58.8
STU154056,83,Mobile,Medium,67.2
STU154057,72,Mobile,Medium,77.3
STU154058,35,Mobile,Medium,57.5
STU154059,72,Mobile,Low,30.8
STU154060,78,Laptop,Medium,58.8
STU154061,35,Mobile,Medium,81.5
STU154062,83,Mobile,High,93.1
STU154063,77,Mobile,Medium,97.1
STU154064,83,Mobile,Low,47.7
STU154065,46,Mobile,High,66.5
STU154066,76,Mobile,High,75.8
STU154067,52,Laptop,Medium,88.9
STU154068,75,Mobile,Medium,30.2
STU154069,67,Mobile,Medium,46.2
STU154070,61,Mobile,Medium,67.0
STU154071,56,Laptop,High,87.8
STU154072,100,Laptop,Medium,61.8
STU154073,93,Mobile,Medium,89.1
STU154074,100,Laptop,High,54.0
STU154075,100,Mobile,Medium,49.2
STU154076,57,Mobile,Medium,58.5
STU154077,57,Mobile,Medium,60.5
STU154078,61,Mobile,Low,30.6
STU154079,71,Mobile,High,54.5
STU154080,65,Mobile,Medium,25.4
STU154081,62,Mobile,High,36.4
STU154082,92,Laptop,High,64.2
STU154083,42,Mobile,High,93.6
STU154084,77,Tablet,Low,82.4
STU154085,58,Laptop,High,40.0
STU154086,78,Mobile,Medium,73.9
STU154087,76,Mobile,High,66.3
STU154088,74,Laptop,Medium,77.8
STU154089,65,Mobile,Medium,50.0
STU154090,69,Mobile,High,68.2
STU154091,100,Mobile,Medium,30.4
STU154092,40,Laptop,Low,78.6
STU154093,93,Laptop,Medium,59.8
STU154094,100,Mobile,Medium,50.9
STU154095,77,Mobile,High,78.2
STU154096,51,Laptop,Low,12.8
STU154097,46,Laptop,High,50.0
STU154098,68,Laptop,Low,49.3
STU154099,95,Laptop,Medium,73.5
STU154100,44,Laptop,Medium,21.2
STU154101,62,Laptop,Medium,82.1
STU154102,34,Tablet,Low,67.9
STU154103,65,Laptop,Medium,60.8
STU154104,44,Mobile,High,57.0
STU154105,49,Laptop,Medium,56.7
STU154106,42,Mobile,Medium,45.3
STU154107,57,Mobile,High,71.6
STU154108,97,Laptop,Medium,98.3
STU154109,88,Mobile,Low,52.1
STU154110,54,Laptop,High,60.6
STU154111,92,Laptop,Medium,61.8
STU154112,93,Mobile,Low,80.6
STU154113,49,Tablet,Medium,50.2
STU154114,55,Tablet,Medium,35.6
STU154115,68,Laptop,High,60.0
STU154116,82,Laptop,High,78.7
STU154117,60,Mobile,Medium,93.1
STU154118,69,Laptop,High,38.4
STU154119,73,Mobile,High,23.6
STU154120,94,Mobile,High,67.4
STU154121,78,Laptop,High,50.1
STU154122,81,Laptop,High,54.0
STU154123,100,Tablet,High,79.2
STU154124,87,Mobile,Low,73.9
STU154125,66,Mobile,Low,52.8
STU154126,28,Laptop,Low,20.7
STU154127,65,Mobile,Medium,76.7
STU154128,87,Mobile,Medium,64.0
STU154129,54,Mobile,Medium,45.5
STU154130,75,Mobile,Low,62.7
STU154131,79,Tablet,Low,75.1
STU154132,87,Mobile,High,72.8
STU154133,71,Mobile,High,72.8
STU154134,42,Laptop,High,67.8
STU154135,27,Laptop,High,58.7
STU154136,49,Laptop,Medium,43.6
STU154137,60,Mobile,Medium,44.4
STU154138,86,Laptop,High,79.4
STU154139,56,Mobile,High,78.4
STU154140,83,Laptop,Medium,17.3
STU154141,76,Mobile,Medium,20.3
STU154142,100,Laptop,Medium,51.7
STU154143,53,Mobile,High,53.5
STU154144,71,Mobile,Medium,71.3
STU154145,40,Laptop,Medium,52.6
STU154146,74,Mobile,Medium,77.8
STU154147,85,Mobile,Medium,68.4
STU154148,35,Mobile,Medium,52.0
STU154149,70,Laptop,Medium,77.0
STU154150,56,Mobile,Medium,87.3
STU154151,71,Tablet,Medium,70.5
STU154152,34,Laptop,Low,37.6
STU154153,18,Laptop,Medium,46.7
STU154154,29,Mobile,Medium,63.8
STU154155,65,Mobile,Medium,59.1
STU154156,87,Laptop,Low,66.8
STU154157,92,Mobile,High,54.1
STU154158,44,Laptop,High,88.5
STU154159,46,Mobile,High,14.8
STU154160,74,Laptop,High,84.0
STU154161,45,Mobile,Medium,74.1
STU154162,100,Laptop,Medium,27.9
STU154163,76,Laptop,Low,51.8
STU154164,100,Laptop,Medium,78.1
STU154165,66,Laptop,High,14.2
STU154166,54,Mobile,Medium,74.6
STU154167,79,Mobile,High,52.6
STU154168,89,Laptop,High,55.6
STU154169,77,Laptop,Medium,47.2
STU154170,78,Mobile,High,42.8
STU154171,62,Mobile,High,66.9
STU154172,52,Tablet,High,78.3
STU154173,80,Mobile,Medium,48.0
STU154174,77,Mobile,High,21.6
STU154175,99,Mobile,High,64.3
STU154176,54,Laptop,High,76.2
STU154177,96,Mobile,Medium,38.2
STU154178,73,Mobile,Medium,29.5
STU154179,73,Laptop,High,30.9
STU154180,60,Laptop,High,81.9
STU154181,57,Mobile,Medium,16.1
STU154182,65,Tablet,High,56.0
STU154183,87,Mobile,High,33.4
STU154184,34,Mobile,Medium,90.7
STU154185,69,Laptop,Medium,72.0
STU154186,54,Mobile,Medium,63.0
STU154187,100,Laptop,Medium,66.0
STU154188,87,Laptop,Medium,52.0
STU154189,96,Laptop,Medium,61.4
STU154190,96,Mobile,Medium,64.6
STU154191,85,Laptop,Low,24.5
STU154192,76,Mobile,Medium,78.7
STU154193,69,Laptop,Medium,36.5
STU154194,49,Mobile,Medium,76.6
STU154195,63,Laptop,High,34.1
STU154196,80,Mobile,Medium,34.2
STU154197,69,Mobile,Medium,33.9
STU154198,57,Mobile,High,60.8
STU154199,61,Mobile,Medium,79.5
STU154200,40,Laptop,High,58.0
STU154201,41,Laptop,Medium,79.0
STU154202,66,Mobile,High,40.5
STU154203,95,Laptop,Medium,18.8
STU154204,42,Laptop,Medium,38.6
STU154205,89,Laptop,Medium,97.3
STU154206,53,Mobile,High,45.0
STU154207,48,Laptop,High,22.8
STU154208,73,Mobile,High,53.0
STU154209,80,Laptop,Medium,67.0
STU154210,78,Mobile,Medium,88.3
STU154211,89,Mobile,Medium,52.3
STU154212,74,Laptop,High,49.3
STU154213,54,Laptop,Medium,52.7
STU154214,92,Mobile,Low,72.3
STU154215,72,Laptop,Medium,63.5
STU154216,79,Mobile,High,93.7
STU154217,30,Laptop,Low,59.0
STU154218,63,Tablet,Medium,78.2
STU154219,48,Mobile,High,94.3
STU154220,44,Mobile,Medium,93.1
STU154221,70,Mobile,Low,71.0
STU154222,51,Tablet,Medium,41.3
STU154223,90,Laptop,High,91.4
STU154224,56,Laptop,Low,35.3
STU154225,76,Laptop,Low,72.9
STU154226,61,Laptop,Low,29.4
STU154227,77,Mobile,Medium,72.4
STU154228,73,Laptop,Medium,87.2
STU154229,37,Mobile,Medium,42.9
STU154230,99,Laptop,Medium,79.9
STU154231,95,Mobile,High,56.1
STU154232,51,Mobile,High,57.6
STU154233,91,Mobile,Medium,57.9
STU154234,95,Mobile,Medium,39.6
STU154235,90,Mobile,Medium,93.6
STU154236,58,Mobile,Medium,18.5
STU154237,83,Mobile,High,37.8
STU154238,67,Mobile,Medium,51.0
STU154239,44,Mobile,Medium,35.3
STU154240,92,Laptop,High,55.6
STU154241,80,Mobile,Medium,46.6
STU154242,87,Mobile,High,61.6
STU154243,41,Mobile,Medium,73.0
STU154244,80,Laptop,High,87.8
STU154245,82,Tablet,High,52.7
STU154246,65,Mobile,High,50.3
STU154247,40,Laptop,Low,53.9
STU154248,47,Mobile,High,90.4
STU154249,57,Laptop,High,36.7
STU154250,63,Mobile,High,81.6
STU154251,51,Mobile,Medium,80.3
STU154252,64,Mobile,High,49.1
STU154253,31,Mobile,Medium,85.4
STU154254,86,Mobile,Medium,34.0
STU154255,68,Laptop,Medium,82.5
STU154256,69,Mobile,Medium,39.7
STU154257,55,Mobile,High,52.6
STU154258,71,Mobile,Medium,47.3
STU154259,90,Laptop,Medium,57.7
STU154260,92,Laptop,Medium,59.6
STU154261,66,Laptop,High,68.1
STU154262,71,Mobile,High,35.0
STU154263,52,Laptop,High,57.5
STU154264,44,Laptop,High,60.1
STU154265,54,Laptop,Medium,16.4
STU154266,60,Mobile,Medium,62.0
STU154267,41,Mobile,Medium,66.8
STU154268,33,Mobile,High,85.2
STU154269,85,Mobile,High,74.4
STU154270,100,Mobile,Medium,90.6
STU154271,28,Mobile,High,81.8
STU154272,100,Laptop,Medium,37.1
STU154273,100,Mobile,High,46.1
STU154274,76,Mobile,Low,51.7
STU154275,53,Mobile,High,64.0
STU154276,76,Laptop,High,64.3
STU154277,71,Mobile,Medium,59.5
STU154278,58,Mobile,High,57.6
STU154279,93,Mobile,Medium,84.8
STU154280,100,Mobile,Medium,81.3
STU154281,100,Mobile,High,74.3
STU154282,61,Mobile,Medium,42.0
STU154283,49,Mobile,Medium,59.1
STU154284,77,Laptop,Medium,74.0
STU154285,88,Laptop,Medium,82.0
STU154286,50,Mobile,Medium,80.1
STU154287,77,Laptop,High,96.5
STU154288,78,Mobile,High,37.3
STU154289,26,Laptop,High,67.4
STU154290,59,Mobile,Medium,36.0
STU154291,100,Mobile,Medium,46.5
STU154292,58,Laptop,Medium,66.7
STU154293,52,Laptop,High,67.6
STU154294,83,Mobile,Medium,91.1
STU154295,43,Laptop,Low,53.1
STU154296,92,Mobile,Medium,92.1
STU154297,100,Mobile,High,56.2
STU154298,65,Tablet,Medium,80.7
STU154299,64,Laptop,High,66.5
STU154300,74,Mobile,High,72.8
STU154301,61,Mobile,Low,92.6
STU154302,77,Mobile,High,81.4
STU154303,58,Mobile,Medium,29.3
STU154304,64,Laptop,Medium,63.1
STU154305,79,Mobile,High,47.0
STU154306,51,Mobile,Medium,62.5
STU154307,96,Mobile,Medium,54.0
STU154308,69,Mobile,Medium,23.7
STU154309,100,Mobile,Low,32.5
STU154310,73,Mobile,Medium,74.5
STU154311,67,Mobile,High,59.7
STU154312,48,Mobile,Medium,69.8
STU154313,84,Laptop,High,28.4
STU154314,62,Mobile,Low,73.6
STU154315,64,Laptop,Medium,55.7
STU154316,58,Laptop,High,79.1
STU154317,100,Mobile,High,56.8
STU154318,67,Laptop,Medium,54.4
STU154319,78,Mobile,Medium,84.9
STU154320,62,Laptop,Medium,56.3
STU154321,53,Tablet,High,84.8
STU154322,83,Mobile,Medium,87.6
STU154323,100,Laptop,Low,68.9
STU154324,73,Mobile,Medium,75.3
STU154325,52,Laptop,High,80.8
STU154326,62,Mobile,Medium,91.7
STU154327,71,Mobile,High,63.9
STU154328,48,Mobile,Medium,37.6
STU154329,56,Laptop,Low,15.2
STU154330,74,Tablet,Medium,29.6
STU154331,82,Mobile,High,50.6
STU154332,90,Laptop,Medium,89.6
STU154333,73,Mobile,Low,44.1
STU154334,100,Laptop,Medium,72.1
STU154335,77,Laptop,Medium,55.2
STU154336,70,Mobile,Medium,80.4
STU154337,75,Mobile,Medium,76.3
STU154338,76,Laptop,Low,58.5
STU154339,94,Laptop,Medium,85.1
STU154340,91,Mobile,Low,66.3
STU154341,65,Mobile,High,84.3
STU154342,64,Mobile,Medium,53.1
STU154343,90,Mobile,High,77.7
STU154344,82,Mobile,Medium,60.0
STU154345,23,Mobile,Low,69.8
STU154346,46,Mobile,Low,98.3
STU154347,42,Mobile,High,57.7
STU154348,74,Laptop,High,88.6
STU154349,79,Laptop,High,89.6
STU154350,44,Mobile,High,10.3
STU154351,52,Laptop,High,81.2
STU154352,66,Laptop,High,49.6
STU154353,80,Mobile,Medium,33.5
STU154354,43,Mobile,Medium,49.1
STU154355,65,Laptop,High,49.0
STU154356,71,Mobile,Medium,57.4
STU154357,95,Mobile,Medium,53.1
STU154358,38,Mobile,High,55.3
STU154359,66,Mobile,Medium,51.1
STU154360,66,Tablet,Medium,68.4
STU154361,92,Mobile,Medium,34.1
STU154362,49,Mobile,Medium,86.1
STU154363,95,Mobile,Medium,43.0
STU154364,63,Laptop,High,40.7
STU154365,78,Mobile,Medium,97.4
STU154366,55,Mobile,High,87.2
STU154367,47,Laptop,High,64.3
STU154368,65,Mobile,Medium,80.3
STU154369,86,Mobile,High,89.0
STU154370,59,Mobile,High,67.2
STU154371,91,Laptop,High,77.0
STU154372,31,Mobile,Medium,57.8
STU154373,50,Mobile,Medium,77.2
STU154374,77,Mobile,High,62.8
STU154375,46,Laptop,High,43.6
STU154376,46,Mobile,Medium,71.0
STU154377,54,Mobile,Low,39.8
STU154378,92,Mobile,High,35.8
STU154379,76,Tablet,High,19.6
STU154380,54,Mobile,Medium,33.6
STU154381,78,Mobile,High,48.0
STU154382,45,Mobile,High,49.0
STU154383,78,Mobile,Medium,37.9
STU154384,39,Mobile,High,76.1
STU154385,77,Tablet,High,80.1
STU154386,73,Mobile,Medium,19.5
STU154387,79,Mobile,Medium,56.7
STU154388,87,Mobile,Medium,41.5
STU154389,43,Mobile,Medium,69.4
STU154390,93,Laptop,High,59.6
STU154391,62,Laptop,Low,52.5
STU154392,65,Mobile,Medium,41.1
STU154393,84,Mobile,Medium,78.2
STU154394,98,Mobile,Medium,58.9
