payment_mode,student_id,payment_amount,discount_used,completion_status
Credit Card,STU144709,3887,No,Not Completed
Scholarship,STU144710,759,No,Completed
Credit Card,STU144711,6880,No,Not Completed
UPI,STU144712,4813,No,Not Completed
Free,STU144713,0,No,Completed
Free,STU144714,0,No,Not Completed
UPI,STU144715,2590,Yes,Not Completed
UPI,STU144716,5587,No,Completed
UPI,STU144717,4111,No,Completed
Credit Card,STU144718,4275,No,Completed
UPI,STU144719,2956,No,Not Completed
Debit Card,STU144720,3257,Yes,Not Completed
Scholarship,STU144721,1007,No,Not Completed
Free,STU144722,0,No,Not Completed
Free,STU144723,0,No,Not Completed
UPI,STU144724,4333,No,Completed
Scholarship,STU144725,414,No,Not Completed
Debit Card,STU144726,2759,Yes,Not Completed
NetBanking,STU144727,5117,No,Not Completed
UPI,STU144728,4037,No,Completed
Free,STU144729,0,No,Not Completed
Debit Card,STU144730,5409,No,Not Completed
Scholarship,STU144731,817,No,Not Completed
Scholarship,STU144732,1242,No,Not Completed
Credit Card,STU144733,3581,Yes,Completed
Debit Card,STU144734,5981,No,Completed
UPI,STU144735,3186,No,Not Completed
UPI,STU144736,3103,No,Not Completed
Free,STU144737,0,No,Completed
NetBanking,STU144738,4149,No,Completed
Debit Card,STU144739,5716,No,Completed
Free,STU144740,0,No,Not Completed
Free,STU144741,0,No,Completed
NetBanking,STU144742,5236,No,Completed
UPI,STU144743,4121,No,Completed
NetBanking,STU144744,6047,No,Completed
UPI,STU144745,3341,No,Completed
NetBanking,STU144746,4701,No,Completed
Free,STU144747,0,No,Completed
UPI,STU144748,5846,Yes,Not Completed
Free,STU144749,0,No,Completed
UPI,STU144750,3764,No,Not Completed
Debit Card,STU144751,6135,No,Completed
Credit Card,STU144752,3382,No,Completed
Debit Card,STU144753,4546,No,Completed
Free,STU144754,0,Yes,Not Completed
UPI,STU144755,3747,No,Not Completed
UPI,STU144756,4515,No,Not Completed
Scholarship,STU144757,1041,No,Completed
Credit Card,STU144758,4188,No,Completed
Free,STU144759,0,No,Not Completed
Debit Card,STU144760,4023,Yes,Completed
UPI,STU144761,4541,Yes,Not Completed
Free,STU144762,0,Yes,Completed
Free,STU144763,0,Yes,Completed
Free,STU144764,0,No,Not Completed
Free,STU144765,0,No,Not Completed
Free,STU144766,0,No,Completed
Credit Card,STU144767,4259,Yes,Completed
Free,STU144768,0,No,Completed
NetBanking,STU144769,3602,No,Not Completed
UPI,STU144770,5002,No,Completed
UPI,STU144771,3805,No,Not Completed
Debit Card,STU144772,5141,No,Completed
NetBanking,STU144773,5472,No,Not Completed
UPI,STU144774,5791,No,Not Completed
Credit Card,STU144775,4752,No,Not Completed
Free,STU144776,0,No,Completed
UPI,STU144777,3220,No,Completed
Free,STU144778,0,No,Not Completed
UPI,STU144779,3876,Yes,Not Completed
UPI,STU144780,5833,No,Not Completed
Credit Card,STU144781,4895,No,Completed
Credit Card,STU144782,4207,Yes,Completed
NetBanking,STU144783,5854,No,Not Completed
Scholarship,STU144784,1799,No,Not Completed
Debit Card,STU144785,5184,No,Not Completed
UPI,STU144786,3182,No,Completed
Scholarship,STU144787,1882,No,Completed
UPI,STU144788,4424,No,Not Completed
Free,STU144789,0,No,Not Completed
Credit Card,STU144790,5889,No,Completed
Credit Card,STU144791,3855,No,Completed
Credit Card,STU144792,6330,No,Not Completed
UPI,STU144793,3295,No,Completed
UPI,STU144794,3083,No,Not Completed
UPI,STU144795,5060,Yes,Completed
UPI,STU144796,3690,Yes,Not Completed
UPI,STU144797,6267,No,Not Completed
Scholarship,STU144798,2129,Yes,Not Completed
Credit Card,STU144799,4608,No,Completed
UPI,STU144800,4043,Yes,Not Completed
Free,STU144801,0,No,Not Completed
UPI,STU144802,3257,No,Not Completed
Scholarship,STU144803,803,Yes,Completed
Credit Card,STU144804,5253,No,Completed
UPI,STU144805,4787,No,Not Completed
UPI,STU144806,4118,No,Not Completed
Scholarship,STU144807,1760,No,Not Completed
Free,STU144808,0,No,Completed
UPI,STU144809,4628,No,Not Completed
Scholarship,STU144810,627,No,Completed
UPI,STU144811,4074,No,Completed
UPI,STU144812,6719,No,Completed
Free,STU144813,0,No,Not Completed
UPI,STU144814,3074,Yes,Not Completed
Free,STU144815,0,Yes,Not Completed
Credit Card,STU144816,3771,No,Not Completed
UPI,STU144817,3718,Yes,Completed
UPI,STU144818,3701,Yes,Completed
Credit Card,STU144819,2731,Yes,Completed
Free,STU144820,0,No,Completed
Credit Card,STU144821,7124,No,Not Completed
Free,STU144822,0,Yes,Completed
UPI,STU144823,4282,No,Not Completed
UPI,STU144824,3021,No,Completed
Scholarship,STU144825,1657,No,Completed
UPI,STU144826,6322,No,Completed
Credit Card,STU144827,6656,No,Completed
UPI,STU144828,4514,Yes,Completed
Free,STU144829,0,No,Not Completed
UPI,STU144830,4977,No,Completed
UPI,STU144831,4006,No,Completed
Credit Card,STU144832,6526,No,Not Completed
UPI,STU144833,6033,No,Not Completed
Credit Card,STU144834,3817,No,Not Completed
Debit Card,STU144835,4061,No,Not Completed
UPI,STU144836,6153,No,Completed
Debit Card,STU144837,3713,No,Completed
Debit Card,STU144838,3839,No,Completed
Credit Card,STU144839,4091,No,Not Completed
NetBanking,STU144840,2516,Yes,Completed
Free,STU144841,0,No,Completed
Free,STU144842,0,No,Completed
UPI,STU144843,4544,Yes,Completed
NetBanking,STU144844,4341,No,Not Completed
Credit Card,STU144845,6451,No,Not Completed
NetBanking,STU144846,4295,No,Not Completed
Scholarship,STU144847,283,No,Completed
Credit Card,STU144848,4447,No,Completed
UPI,STU144849,4248,No,Not Completed
Debit Card,STU144850,4963,No,Not Completed
Debit Card,STU144851,3344,No,Completed
Scholarship,STU144852,1258,No,Not Completed
Free,STU144853,0,Yes,Completed
Free,STU144854,0,Yes,Not Completed
Debit Card,STU144855,4935,No,Completed
UPI,STU144856,4230,No,Completed
Debit Card,STU144857,3732,No,Completed
UPI,STU144858,3839,No,Completed
Free,STU144859,0,No,Not Completed
Scholarship,STU144860,1239,No,Not Completed
Debit Card,STU144861,5049,Yes,Completed
Scholarship,STU144862,2576,No,Completed
Debit Card,STU144863,6681,No,Completed
Debit Card,STU144864,4313,Yes,Not Completed
UPI,STU144865,3831,No,Completed
UPI,STU144866,4315,No,Not Completed
Scholarship,STU144867,1350,Yes,Completed
Debit Card,STU144868,4270,No,Not Completed
Free,STU144869,0,Yes,Completed
UPI,STU144870,6197,No,Completed
Credit Card,STU144871,3121,Yes,Not Completed
Credit Card,STU144872,3778,No,Completed
UPI,STU144873,2619,Yes,Completed
UPI,STU144874,5136,Yes,Completed
UPI,STU144875,2973,No,Not Completed
Credit Card,STU144876,5597,No,Not Completed
Scholarship,STU144877,674,No,Completed
Free,STU144878,0,No,Not Completed
Free,STU144879,0,No,Not Completed
NetBanking,STU144880,6338,No,Not Completed
UPI,STU144881,4373,No,Completed
Credit Card,STU144882,4985,No,Completed
Scholarship,STU144883,831,No,Completed
Credit Card,STU144884,3491,Yes,Completed
UPI,STU144885,3167,No,Completed
Credit Card,STU144886,4361,No,Completed
NetBanking,STU144887,3275,No,Completed
UPI,STU144888,5832,No,Not Completed
Debit Card,STU144889,4964,No,Completed
Credit Card,STU144890,3054,No,Completed
UPI,STU144891,3802,No,Completed
Credit Card,STU144892,5277,No,Not Completed
UPI,STU144893,6523,No,Completed
Scholarship,STU144894,412,No,Completed
Credit Card,STU144895,3682,Yes,Not Completed
Free,STU144896,0,No,Not Completed
Free,STU144897,0,No,Completed
NetBanking,STU144898,4560,No,Not Completed
Free,STU144899,0,No,Not Completed
Free,STU144900,0,No,Not Completed
Free,STU144901,0,Yes,Not Completed
UPI,STU144902,4952,No,Completed
Credit Card,STU144903,3329,No,Completed
Scholarship,STU144904,569,No,Not Completed
UPI,STU144905,5964,No,Not Completed
UPI,STU144906,6020,No,Not Completed
UPI,STU144907,4257,Yes,Not Completed
Free,STU144908,0,No,Not Completed
Scholarship,STU144909,1307,No,Not Completed
Debit Card,STU144910,3813,Yes,Not Completed
Credit Card,STU144911,5081,No,Not Completed
NetBanking,STU144912,5728,No,Completed
UPI,STU144913,5596,No,Not Completed
Free,STU144914,0,No,Not Completed
UPI,STU144915,5347,No,Not Completed
UPI,STU144916,3291,No,Completed
Free,STU144917,0,No,Not Completed
Credit Card,STU144918,2688,Yes,Not Completed
Debit Card,STU144919,2488,Yes,Completed
Credit Card,STU144920,3589,No,Not Completed
UPI,STU144921,4449,No,Completed
Debit Card,STU144922,5861,No,Not Completed
NetBanking,STU144923,5539,No,Completed
NetBanking,STU144924,4941,No,Completed
UPI,STU144925,2792,Yes,Completed
UPI,STU144926,4306,Yes,Not Completed
UPI,STU144927,4368,No,Not Completed
UPI,STU144928,3338,No,Not Completed
Free,STU144929,0,No,Not Completed
Credit Card,STU144930,4310,Yes,Not Completed
UPI,STU144931,3451,No,Not Completed
Credit Card,STU144932,3351,Yes,Not Completed
Debit Card,STU144933,4814,No,Completed
Debit Card,STU144934,4731,Yes,Not Completed
Scholarship,STU144935,448,No,Not Completed
UPI,STU144936,4737,No,Not Completed
Credit Card,STU144937,3277,Yes,Completed
Credit Card,STU144938,4317,No,Not Completed
UPI,STU144939,4670,No,Completed
UPI,STU144940,6034,No,Not Completed
Debit Card,STU144941,3668,No,Completed
Free,STU144942,0,Yes,Not Completed
UPI,STU144943,7130,No,Not Completed
NetBanking,STU144944,3456,No,Not Completed
Credit Card,STU144945,6575,No,Not Completed
Free,STU144946,0,Yes,Completed
Debit Card,STU144947,4414,No,Completed
NetBanking,STU144948,4666,No,Not Completed
Free,STU144949,0,No,Not Completed
NetBanking,STU144950,4344,No,Completed
UPI,STU144951,4823,No,Completed
UPI,STU144952,3570,Yes,Not Completed
UPI,STU144953,4575,Yes,Completed
NetBanking,STU144954,4038,No,Not Completed
NetBanking,STU144955,5651,Yes,Completed
Credit Card,STU144956,3731,No,Not Completed
UPI,STU144957,5919,No,Completed
Debit Card,STU144958,4945,No,Not Completed
UPI,STU144959,6080,No,Completed
Free,STU144960,0,No,Completed
Free,STU144961,0,No,Not Completed
Debit Card,STU144962,3806,No,Not Completed
NetBanking,STU144963,4335,No,Not Completed
Credit Card,STU144964,4455,No,Not Completed
NetBanking,STU144965,3531,No,Not Completed
Free,STU144966,0,No,Completed
Free,STU144967,0,No,Completed
Scholarship,STU144968,1353,Yes,Not Completed
UPI,STU144969,3299,No,Completed
UPI,STU144970,6104,No,Completed
Free,STU144971,0,No,Not Completed
Debit Card,STU144972,2597,Yes,Not Completed
UPI,STU144973,4709,No,Not Completed
Free,STU144974,0,No,Completed
Debit Card,STU144975,6097,No,Not Completed
Credit Card,STU144976,3240,No,Completed
UPI,STU144977,2989,Yes,Not Completed
Scholarship,STU144978,909,No,Not Completed
UPI,STU144979,2785,Yes,Not Completed
Debit Card,STU144980,3093,No,Completed
Free,STU144981,0,No,Not Completed
Free,STU144982,0,No,Not Completed
NetBanking,STU144983,4350,No,Not Completed
Free,STU144984,0,No,Completed
Free,STU144985,0,No,Completed
Scholarship,STU144986,1076,No,Not Completed
UPI,STU144987,4210,Yes,Completed
Debit Card,STU144988,4278,Yes,Completed
UPI,STU144989,3344,No,Completed
UPI,STU144990,3500,No,Not Completed
NetBanking,STU144991,4168,No,Completed
UPI,STU144992,4159,No,Not Completed
Free,STU144993,0,No,Completed
UPI,STU144994,4120,No,Completed
NetBanking,STU144995,5095,No,Completed
UPI,STU144996,4811,No,Not Completed
Credit Card,STU144997,3803,No,Completed
UPI,STU144998,5141,Yes,Not Completed
NetBanking,STU144999,4516,No,Not Completed
Free,STU145000,0,No,Completed
Scholarship,STU145001,1084,No,Completed
Debit Card,STU145002,3672,No,Completed
Free,STU145003,0,No,Not Completed
UPI,STU145004,3277,No,Not Completed
UPI,STU145005,3936,No,Completed
Debit Card,STU145006,3210,No,Completed
UPI,STU145007,3918,No,Not Completed
Debit Card,STU145008,3781,Yes,Completed
Debit Card,STU145009,3968,Yes,Completed
Credit Card,STU145010,3451,No,Not Completed
Credit Card,STU145011,3440,No,Not Completed
Scholarship,STU145012,651,No,Not Completed
UPI,STU145013,2643,Yes,Completed
Scholarship,STU145014,1044,Yes,Not Completed
Free,STU145015,0,Yes,Not Completed
Credit Card,STU145016,5030,No,Not Completed
UPI,STU145017,5342,No,Completed
Debit Card,STU145018,4612,No,Not Completed
Debit Card,STU145019,5214,No,Completed
Free,STU145020,0,No,Completed
UPI,STU145021,5826,Yes,Not Completed
Free,STU145022,0,No,Not Completed
UPI,STU145023,3531,No,Completed
Debit Card,STU145024,6752,No,Completed
NetBanking,STU145025,3381,No,Completed
UPI,STU145026,5130,No,Not Completed
UPI,STU145027,5105,No,Not Completed
Free,STU145028,0,No,Completed
Free,STU145029,0,No,Not Completed
Debit Card,STU145030,3724,Yes,Not Completed
Scholarship,STU145031,2020,No,Completed
Debit Card,STU145032,4885,No,Not Completed
Credit Card,STU145033,6444,No,Not Completed
Free,STU145034,0,No,Not Completed
Debit Card,STU145035,6549,No,Completed
Free,STU145036,0,No,Completed
UPI,STU145037,3084,No,Not Completed
Credit Card,STU145038,2648,Yes,Not Completed
Debit Card,STU145039,4296,No,Not Completed
UPI,STU145040,3304,No,Completed
Debit Card,STU145041,4494,Yes,Not Completed
Debit Card,STU145042,6533,No,Not Completed
UPI,STU145043,3824,No,Not Completed
UPI,STU145044,4552,No,Completed
UPI,STU145045,6145,No,Not Completed
Free,STU145046,0,No,Not Completed
Free,STU145047,0,Yes,Not Completed
NetBanking,STU145048,4982,No,Not Completed
Debit Card,STU145049,4736,No,Not Completed
Scholarship,STU145050,1802,No,Not Completed
NetBanking,STU145051,4258,No,Not Completed
UPI,STU145052,6515,No,Completed
Free,STU145053,0,No,Not Completed
UPI,STU145054,3406,Yes,Completed
Debit Card,STU145055,5619,No,Completed
Credit Card,STU145056,3927,No,Completed
Free,STU145057,0,No,Completed
UPI,STU145058,6401,No,Completed
Free,STU145059,0,No,Not Completed
UPI,STU145060,4554,No,Completed
Scholarship,STU145061,2627,No,Not Completed
Scholarship,STU145062,1958,Yes,Completed
Debit Card,STU145063,5051,No,Completed
Debit Card,STU145064,3330,Yes,Completed
NetBanking,STU145065,6008,No,Not Completed
Credit Card,STU145066,4676,No,Not Completed
Scholarship,STU145067,2146,No,Not Completed
UPI,STU145068,5331,No,Not Completed
Credit Card,STU145069,3195,No,Not Completed
Scholarship,STU145070,220,No,Completed
NetBanking,STU145071,4343,No,Completed
NetBanking,STU145072,4108,No,Not Completed
Credit Card,STU145073,4844,Yes,Not Completed
UPI,STU145074,5100,No,Not Completed
Credit Card,STU145075,4823,No,Not Completed
UPI,STU145076,5217,Yes,Not Completed
UPI,STU145077,3450,No,Completed
Free,STU145078,0,Yes,Completed
Credit Card,STU145079,5980,Yes,Completed
UPI,STU145080,3925,No,Completed
Scholarship,STU145081,1519,No,Completed
NetBanking,STU145082,3112,No,Completed
Credit Card,STU145083,5045,No,Completed
UPI,STU145084,3189,No,Completed
UPI,STU145085,3454,No,Not Completed
UPI,STU145086,5560,No,Not Completed
UPI,STU145087,6890,No,Completed
Scholarship,STU145088,691,No,Not Completed
Debit Card,STU145089,4777,No,Completed
UPI,STU145090,5955,Yes,Completed
UPI,STU145091,5360,No,Not Completed
UPI,STU145092,4258,Yes,Not Completed
Credit Card,STU145093,5321,No,Not Completed
Debit Card,STU145094,5310,No,Completed
UPI,STU145095,4931,No,Not Completed
UPI,STU145096,4936,No,Completed
UPI,STU145097,4022,No,Completed
Free,STU145098,0,No,Not Completed
Credit Card,STU145099,4583,No,Completed
UPI,STU145100,3157,No,Completed
NetBanking,STU145101,3351,No,Completed
Credit Card,STU145102,4323,No,Completed
Debit Card,STU145103,4974,No,Completed
Free,STU145104,0,No,Not Completed
NetBanking,STU145105,3471,Yes,Completed
Free,STU145106,0,No,Completed
Scholarship,STU145107,1430,No,Completed
Scholarship,STU145108,1105,No,Completed
UPI,STU145109,3687,No,Completed
Credit Card,STU145110,4633,No,Completed
NetBanking,STU145111,4192,No,Completed
Debit Card,STU145112,3718,No,Completed
Free,STU145113,0,No,Completed
NetBanking,STU145114,4193,No,Completed
Free,STU145115,0,Yes,Not Completed
NetBanking,STU145116,3596,No,Not Completed
NetBanking,STU145117,3507,Yes,Not Completed
Scholarship,STU145118,2133,No,Completed
UPI,STU145119,5936,No,Not Completed
UPI,STU145120,4223,No,Completed
Credit Card,STU145121,3826,Yes,Not Completed
Free,STU145122,0,Yes,Completed
UPI,STU145123,4596,Yes,Not Completed
NetBanking,STU145124,5130,No,Not Completed
Debit Card,STU145125,3604,No,Not Completed
UPI,STU145126,4286,No,Not Completed
UPI,STU145127,3107,No,Not Completed
Debit Card,STU145128,5477,No,Completed
Debit Card,STU145129,6158,No,Completed
Credit Card,STU145130,6716,No,Not Completed
Free,STU145131,0,Yes,Not Completed
UPI,STU145132,4156,Yes,Completed
Debit Card,STU145133,5398,No,Completed
Debit Card,STU145134,4789,No,Not Completed
UPI,STU145135,4132,No,Completed
Credit Card,STU145136,6880,No,Not Completed
NetBanking,STU145137,4941,No,Not Completed
Debit Card,STU145138,3412,No,Completed
Credit Card,STU145139,3263,No,Completed
UPI,STU145140,6385,No,Not Completed
Debit Card,STU145141,2942,Yes,Completed
NetBanking,STU145142,6039,No,Not Completed
UPI,STU145143,5899,No,Not Completed
Debit Card,STU145144,3005,Yes,Not Completed
Debit Card,STU145145,5898,No,Completed
Debit Card,STU145146,4397,No,Completed
Credit Card,STU145147,5261,No,Completed
UPI,STU145148,5347,No,Completed
UPI,STU145149,3261,No,Not Completed
Free,STU145150,0,No,Not Completed
UPI,STU145151,4589,No,Completed
Debit Card,STU145152,3457,No,Completed
UPI,STU145153,6504,No,Completed
Free,STU145154,0,No,Not Completed
NetBanking,STU145155,3755,No,Completed
Free,STU145156,0,No,Not Completed
UPI,STU145157,3401,No,Completed
Free,STU145158,0,Yes,Completed
Free,STU145159,0,No,Not Completed
Credit Card,STU145160,4652,No,Not Completed
Scholarship,STU145161,1215,Yes,Not Completed
UPI,STU145162,4208,No,Completed
Scholarship,STU145163,1884,No,Not Completed
Scholarship,STU145164,1344,Yes,Completed
Debit Card,STU145165,4037,No,Not Completed
NetBanking,STU145166,4246,Yes,Not Completed
Debit Card,STU145167,3889,No,Completed
UPI,STU145168,4183,No,Not Completed
Scholarship,STU145169,2004,No,Not Completed
Free,STU145170,0,Yes,Not Completed
Credit Card,STU145171,4071,No,Completed
UPI,STU145172,2993,No,Completed
UPI,STU145173,3992,No,Completed
Scholarship,STU145174,755,No,Completed
Debit Card,STU145175,3019,No,Not Completed
Free,STU145176,0,Yes,Completed
Credit Card,STU145177,4937,No,Completed
Free,STU145178,0,No,Completed
Scholarship,STU145179,2152,No,Completed
UPI,STU145180,4533,No,Not Completed
NetBanking,STU145181,4155,Yes,Not Completed
UPI,STU145182,6688,No,Not Completed
UPI,STU145183,4196,No,Not Completed
NetBanking,STU145184,4362,No,Completed
Credit Card,STU145185,4880,No,Not Completed
UPI,STU145186,3734,No,Not Completed
Scholarship,STU145187,1233,Yes,Not Completed
UPI,STU145188,4650,No,Completed
UPI,STU145189,4645,No,Not Completed
Credit Card,STU145190,6648,No,Completed
Free,STU145191,0,No,Not Completed
UPI,STU145192,4297,No,Not Completed
UPI,STU145193,7102,No,Not Completed
Free,STU145194,0,Yes,Not Completed
Free,STU145195,0,No,Not Completed
UPI,STU145196,4750,No,Not Completed
UPI,STU145197,3868,No,Completed
NetBanking,STU145198,3436,No,Completed
UPI,STU145199,4550,No,Not Completed
Credit Card,STU145200,3613,No,Not Completed
Free,STU145201,0,Yes,Completed
Credit Card,STU145202,5935,No,Not Completed
Free,STU145203,0,Yes,Completed
Scholarship,STU145204,2693,No,Not Completed
Free,STU145205,0,No,Not Completed
Scholarship,STU145206,2776,No,Completed
UPI,STU145207,3398,Yes,Completed
Free,STU145208,0,No,Completed
Credit Card,STU145209,6219,No,Not Completed
UPI,STU145210,3346,No,Completed
Scholarship,STU145211,1015,No,Completed
Debit Card,STU145212,5475,No,Not Completed
Free,STU145213,0,No,Completed
UPI,STU145214,3163,No,Completed
UPI,STU145215,5039,Yes,Not Completed
NetBanking,STU145216,5055,No,Completed
Credit Card,STU145217,3645,No,Completed
Credit Card,STU145218,4586,No,Completed
Debit Card,STU145219,3266,No,Completed
UPI,STU145220,4443,No,Not Completed
Debit Card,STU145221,6772,No,Completed
Debit Card,STU145222,4807,No,Not Completed
Free,STU145223,0,Yes,Not Completed
UPI,STU145224,3853,Yes,Not Completed
Free,STU145225,0,No,Completed
Debit Card,STU145226,4286,No,Not Completed
Credit Card,STU145227,5305,No,Completed
Scholarship,STU145228,243,No,Completed
Scholarship,STU145229,1808,No,Completed
Debit Card,STU145230,3442,No,Completed
NetBanking,STU145231,3502,No,Completed
Debit Card,STU145232,6637,No,Completed
Free,STU145233,0,No,Completed
UPI,STU145234,4994,Yes,Not Completed
Free,STU145235,0,Yes,Not Completed
Free,STU145236,0,No,Not Completed
Debit Card,STU145237,5821,No,Not Completed
NetBanking,STU145238,6110,No,Completed
Scholarship,STU145239,1520,No,Not Completed
UPI,STU145240,4869,No,Not Completed
Free,STU145241,0,No,Completed
NetBanking,STU145242,3716,No,Completed
Debit Card,STU145243,2925,Yes,Not Completed
NetBanking,STU145244,3263,No,Completed
Free,STU145245,0,No,Not Completed
UPI,STU145246,6367,No,Not Completed
UPI,STU145247,5635,No,Not Completed
Free,STU145248,0,No,Not Completed
Scholarship,STU145249,1231,No,Not Completed
Debit Card,STU145250,4017,No,Not Completed
Free,STU145251,0,No,Not Completed
Free,STU145252,0,No,Completed
Free,STU145253,0,No,Not Completed
Free,STU145254,0,No,Not Completed
Scholarship,STU145255,1413,No,Completed
Scholarship,STU145256,390,No,Completed
Credit Card,STU145257,3261,No,Not Completed
UPI,STU145258,4004,No,Completed
Free,STU145259,0,Yes,Not Completed
Credit Card,STU145260,5154,No,Completed
Free,STU145261,0,Yes,Completed
Scholarship,STU145262,1569,No,Not Completed
UPI,STU145263,4758,No,Completed
UPI,STU145264,5590,No,Completed
Credit Card,STU145265,3590,No,Completed
Credit Card,STU145266,4995,No,Not Completed
UPI,STU145267,3409,No,Completed
Debit Card,STU145268,4589,No,Completed
NetBanking,STU145269,5598,No,Not Completed
Debit Card,STU145270,4267,No,Not Completed
UPI,STU145271,4345,No,Completed
Free,STU145272,0,No,Not Completed
Credit Card,STU145273,4250,No,Completed
UPI,STU145274,5570,No,Not Completed
NetBanking,STU145275,5365,No,Completed
UPI,STU145276,6388,No,Not Completed
Credit Card,STU145277,2910,Yes,Not Completed
Debit Card,STU145278,4244,No,Not Completed
Free,STU145279,0,No,Not Completed
Free,STU145280,0,Yes,Completed
Scholarship,STU145281,883,No,Not Completed
UPI,STU145282,4147,No,Not Completed
UPI,STU145283,5143,No,Completed
Free,STU145284,0,No,Not Completed
Scholarship,STU145285,381,Yes,Completed
UPI,STU145286,3840,No,Completed
Credit Card,STU145287,4862,No,Not Completed
Free,STU145288,0,No,Not Completed
NetBanking,STU145289,4016,No,Not Completed
UPI,STU145290,3624,No,Not Completed
Debit Card,STU145291,3651,No,Not Completed
Free,STU145292,0,No,Not Completed
Credit Card,STU145293,3571,No,Not Completed
UPI,STU145294,6131,No,Not Completed
Free,STU145295,0,No,Not Completed
UPI,STU145296,5301,No,Not Completed
Scholarship,STU145297,1772,No,Not Completed
Credit Card,STU145298,4817,No,Not Completed
UPI,STU145299,6442,No,Not Completed
Scholarship,STU145300,1234,No,Not Completed
Credit Card,STU145301,3905,No,Not Completed
Credit Card,STU145302,4363,No,Not Completed
Credit Card,STU145303,5037,No,Completed
Debit Card,STU145304,2969,Yes,Not Completed
Credit Card,STU145305,2723,Yes,Completed
UPI,STU145306,6242,No,Not Completed
UPI,STU145307,6144,No,Not Completed
Free,STU145308,0,No,Not Completed
Free,STU145309,0,No,Not Completed
Credit Card,STU145310,3544,No,Not Completed
Free,STU145311,0,Yes,Not Completed
Credit Card,STU145312,4047,No,Not Completed
Free,STU145313,0,Yes,Completed
Free,STU145314,0,No,Completed
Credit Card,STU145315,3658,No,Completed
Debit Card,STU145316,3076,Yes,Completed
UPI,STU145317,6217,No,Not Completed
Debit Card,STU145318,3444,Yes,Completed
Scholarship,STU145319,270,No,Not Completed
Debit Card,STU145320,3161,No,Not Completed
Scholarship,STU145321,1696,No,Completed
UPI,STU145322,4566,No,Not Completed
UPI,STU145323,6342,No,Not Completed
Free,STU145324,0,No,Not Completed
UPI,STU145325,5378,No,Completed
Scholarship,STU145326,810,No,Not Completed
NetBanking,STU145327,5462,No,Completed
Free,STU145328,0,Yes,Completed
Free,STU145329,0,No,Completed
NetBanking,STU145330,4107,No,Not Completed
Free,STU145331,0,No,Completed
NetBanking,STU145332,4509,No,Not Completed
Free,STU145333,0,Yes,Not Completed
Debit Card,STU145334,6830,No,Not Completed
Scholarship,STU145335,1066,No,Not Completed
UPI,STU145336,3659,No,Not Completed
Free,STU145337,0,No,Not Completed
Scholarship,STU145338,1733,No,Not Completed
Debit Card,STU145339,3954,Yes,Completed
UPI,STU145340,4653,No,Completed
Free,STU145341,0,Yes,Completed
Scholarship,STU145342,379,No,Not Completed
Free,STU145343,0,No,Not Completed
Scholarship,STU145344,1076,No,Not Completed
Free,STU145345,0,No,Not Completed
NetBanking,STU145346,4871,Yes,Not Completed
Credit Card,STU145347,3870,No,Not Completed
Free,STU145348,0,No,Completed
UPI,STU145349,3564,No,Not Completed
Free,STU145350,0,No,Completed
UPI,STU145351,3452,Yes,Not Completed
Scholarship,STU145352,1162,Yes,Completed
Credit Card,STU145353,5060,Yes,Not Completed
Free,STU145354,0,No,Not Completed
Free,STU145355,0,No,Not Completed
NetBanking,STU145356,4913,No,Completed
NetBanking,STU145357,3846,No,Not Completed
Scholarship,STU145358,1825,No,Completed
UPI,STU145359,5211,No,Not Completed
Credit Card,STU145360,5439,No,Completed
Scholarship,STU145361,651,No,Completed
NetBanking,STU145362,6110,No,Not Completed
UPI,STU145363,6194,No,Completed
UPI,STU145364,3979,No,Completed
UPI,STU145365,5483,No,Not Completed
UPI,STU145366,6029,No,Completed
UPI,STU145367,4155,No,Not Completed
Credit Card,STU145368,6843,No,Not Completed
Debit Card,STU145369,3920,No,Not Completed
Free,STU145370,0,No,Not Completed
UPI,STU145371,4001,No,Not Completed
Scholarship,STU145372,727,Yes,Completed
Credit Card,STU145373,4631,No,Not Completed
UPI,STU145374,4674,No,Not Completed
NetBanking,STU145375,6297,No,Completed
Credit Card,STU145376,3610,No,Completed
UPI,STU145377,4196,No,Completed
UPI,STU145378,6994,No,Completed
UPI,STU145379,5479,Yes,Completed
UPI,STU145380,5246,No,Completed
Free,STU145381,0,No,Not Completed
UPI,STU145382,3364,Yes,Completed
Scholarship,STU145383,2628,Yes,Completed
NetBanking,STU145384,4736,No,Completed
Credit Card,STU145385,5244,No,Not Completed
NetBanking,STU145386,6117,No,Not Completed
UPI,STU145387,4131,No,Not Completed
Credit Card,STU145388,5142,No,Not Completed
NetBanking,STU145389,4392,No,Not Completed
Debit Card,STU145390,3202,Yes,Not Completed
UPI,STU145391,4793,Yes,Not Completed
Credit Card,STU145392,4313,No,Not Completed
NetBanking,STU145393,6679,No,Not Completed
Scholarship,STU145394,2302,No,Completed
UPI,STU145395,4533,No,Completed
Free,STU145396,0,No,Not Completed
UPI,STU145397,4569,No,Not Completed
UPI,STU145398,5926,No,Not Completed
UPI,STU145399,4131,Yes,Completed
Scholarship,STU145400,886,No,Completed
Credit Card,STU145401,5990,No,Completed
Credit Card,STU145402,4557,Yes,Completed
Debit Card,STU145403,4113,No,Not Completed
Scholarship,STU145404,1645,No,Not Completed
UPI,STU145405,4055,No,Not Completed
UPI,STU145406,3872,No,Completed
