student_id,satisfaction_rating,support_ticket_raised
STU163424,4.1,1
STU163425,3.2,0
STU163426,3.9,0
STU163427,3.8,0
STU163428,4.6,2
STU163429,5.0,1
STU163430,3.3,0
STU163431,4.0,0
STU163432,3.9,0
STU163433,4.1,0
STU163434,4.0,0
STU163435,4.1,2
STU163436,3.0,0
STU163437,4.8,0
STU163438,3.3,0
STU163439,3.6,1
STU163440,5.0,1
STU163441,4.5,0
STU163442,4.3,0
STU163443,4.0,1
STU163444,3.9,1
STU163445,4.6,0
STU163446,3.0,0
STU163447,3.5,1
STU163448,2.0,0
STU163449,4.2,0
STU163450,2.8,1
STU163451,3.9,1
STU163452,4.2,1
STU163453,5.0,3
STU163454,3.5,0
STU163455,4.9,1
STU163456,4.0,1
STU163457,5.0,0
STU163458,2.3,1
STU163459,4.1,3
STU163460,4.8,2
STU163461,4.1,0
STU163462,4.0,2
STU163463,5.0,2
STU163464,2.8,0
STU163465,4.1,0
STU163466,5.0,0
STU163467,4.6,1
STU163468,5.0,1
STU163469,4.6,2
STU163470,3.3,0
STU163471,4.8,0
STU163472,3.8,1
STU163473,2.9,0
STU163474,4.6,0
STU163475,5.0,0
STU163476,3.7,0
STU163477,4.9,3
STU163478,4.6,0
STU163479,5.0,2
STU163480,4.0,0
STU163481,5.0,0
STU163482,4.2,0
STU163483,4.4,0
STU163484,4.5,1
STU163485,3.9,1
STU163486,4.2,0
STU163487,4.6,1
STU163488,4.0,0
STU163489,4.2,0
STU163490,2.8,1
STU163491,5.0,0
STU163492,4.3,2
STU163493,4.0,4
STU163494,3.6,0
STU163495,5.0,2
STU163496,4.0,1
STU163497,4.2,0
STU163498,3.4,0
STU163499,4.9,3
STU163500,4.2,2
STU163501,3.1,3
STU163502,4.8,4
STU163503,3.3,2
STU163504,4.1,1
STU163505,3.8,0
STU163506,4.2,4
STU163507,4.8,1
STU163508,4.3,2
STU163509,2.5,0
STU163510,4.4,0
STU163511,4.5,2
STU163512,3.5,0
STU163513,4.5,1
STU163514,3.8,1
STU163515,3.0,0
STU163516,4.9,0
STU163517,4.2,0
STU163518,4.7,1
STU163519,5.0,1
STU163520,5.0,0
STU163521,4.2,1
STU163522,4.5,0
STU163523,3.8,1
STU163524,5.0,0
STU163525,3.9,1
STU163526,4.9,1
STU163527,5.0,0
STU163528,4.5,0
STU163529,4.4,1
STU163530,4.5,0
STU163531,4.2,0
STU163532,4.6,2
STU163533,3.6,0
STU163534,4.6,1
STU163535,3.4,0
STU163536,3.3,0
STU163537,3.7,0
STU163538,4.1,1
STU163539,5.0,0
STU163540,3.4,0
STU163541,4.2,1
STU163542,4.3,0
STU163543,5.0,0
STU163544,2.9,3
STU163545,4.2,0
STU163546,2.6,1
STU163547,2.6,1
STU163548,2.9,0
STU163549,3.0,1
STU163550,4.5,0
STU163551,5.0,0
STU163552,4.4,0
STU163553,4.7,0
STU163554,4.8,1
STU163555,4.5,2
STU163556,4.2,0
STU163557,3.9,0
STU163558,2.9,0
STU163559,3.6,0
STU163560,4.3,3
STU163561,4.9,1
STU163562,3.1,0
STU163563,3.6,0
STU163564,4.6,0
STU163565,3.3,0
STU163566,3.2,0
STU163567,5.0,0
STU163568,5.0,2
STU163569,4.2,2
STU163570,4.4,1
STU163571,4.9,2
STU163572,3.9,0
STU163573,4.8,0
STU163574,3.0,1
STU163575,3.7,0
STU163576,3.6,2
STU163577,5.0,1
STU163578,4.2,1
STU163579,3.4,0
STU163580,3.1,3
STU163581,4.5,0
STU163582,4.0,0
STU163583,4.1,1
STU163584,4.7,0
STU163585,3.8,0
STU163586,3.2,1
STU163587,3.5,2
STU163588,3.8,2
STU163589,4.6,0
STU163590,4.1,1
STU163591,2.3,0
STU163592,4.0,1
STU163593,5.0,0
STU163594,5.0,2
STU163595,3.4,0
STU163596,3.5,0
STU163597,2.6,1
STU163598,3.0,1
STU163599,4.2,1
STU163600,3.5,1
STU163601,5.0,1
STU163602,3.9,3
STU163603,3.2,1
STU163604,5.0,0
STU163605,4.4,0
STU163606,3.1,0
STU163607,3.3,0
STU163608,3.6,4
STU163609,4.3,1
STU163610,2.8,2
STU163611,4.1,1
STU163612,4.7,3
STU163613,3.6,0
STU163614,5.0,2
STU163615,5.0,3
STU163616,3.1,0
STU163617,4.2,0
STU163618,3.8,3
STU163619,4.3,2
STU163620,5.0,1
STU163621,4.4,0
STU163622,3.2,0
STU163623,3.3,2
STU163624,4.9,1
STU163625,2.6,0
STU163626,4.7,1
STU163627,3.8,2
STU163628,4.2,1
STU163629,4.4,1
STU163630,4.3,0
STU163631,5.0,0
STU163632,4.3,3
STU163633,3.8,0
STU163634,5.0,1
STU163635,4.1,2
STU163636,4.2,0
STU163637,5.0,1
STU163638,3.8,1
STU163639,4.5,0
STU163640,4.4,0
STU163641,3.4,1
STU163642,4.5,1
STU163643,4.7,1
STU163644,3.1,3
STU163645,2.8,1
STU163646,3.8,1
STU163647,4.4,0
STU163648,3.0,1
STU163649,3.2,0
STU163650,4.3,1
STU163651,4.6,0
STU163652,3.3,2
STU163653,3.1,2
STU163654,4.1,1
STU163655,3.4,2
STU163656,3.1,0
STU163657,4.9,0
STU163658,4.6,1
STU163659,3.8,0
STU163660,3.9,0
STU163661,4.1,2
STU163662,4.5,0
STU163663,5.0,0
STU163664,4.6,0
STU163665,5.0,1
STU163666,4.8,0
STU163667,4.8,2
STU163668,3.6,1
STU163669,4.9,0
STU163670,4.4,0
STU163671,3.2,0
STU163672,4.1,1
STU163673,3.5,1
STU163674,4.6,0
STU163675,4.3,1
STU163676,3.8,1
STU163677,5.0,1
STU163678,3.9,0
STU163679,3.2,0
STU163680,4.3,1
STU163681,4.5,0
STU163682,3.3,3
STU163683,3.9,2
STU163684,4.6,0
STU163685,5.0,0
STU163686,4.5,0
STU163687,4.1,1
STU163688,4.7,1
STU163689,3.0,1
STU163690,4.2,0
STU163691,4.5,1
STU163692,4.3,1
STU163693,4.3,1
STU163694,3.7,1
STU163695,3.6,1
STU163696,3.2,1
STU163697,2.8,1
STU163698,3.5,1
STU163699,4.3,1
STU163700,4.0,1
STU163701,4.4,0
STU163702,3.2,1
STU163703,3.7,3
STU163704,4.1,0
STU163705,5.0,1
STU163706,4.1,0
STU163707,5.0,0
STU163708,3.7,1
STU163709,5.0,2
STU163710,4.6,0
STU163711,5.0,0
STU163712,4.8,1
STU163713,4.0,3
STU163714,5.0,2
STU163715,4.8,2
STU163716,5.0,0
STU163717,4.0,0
STU163718,3.2,2
STU163719,3.0,0
STU163720,3.8,1
STU163721,4.7,0
STU163722,4.6,0
STU163723,3.2,0
STU163724,3.6,2
STU163725,5.0,1
STU163726,5.0,1
STU163727,3.6,1
STU163728,4.0,2
STU163729,2.8,0
STU163730,3.7,0
STU163731,5.0,0
STU163732,4.0,0
STU163733,3.6,0
STU163734,3.3,1
STU163735,4.0,2
STU163736,4.2,1
STU163737,3.6,2
STU163738,4.0,2
STU163739,5.0,2
STU163740,3.7,0
STU163741,3.9,1
STU163742,5.0,0
STU163743,4.1,1
STU163744,3.2,1
STU163745,4.3,0
STU163746,4.8,0
STU163747,5.0,0
STU163748,4.4,1
STU163749,4.5,1
STU163750,5.0,0
STU163751,4.0,2
STU163752,5.0,1
STU163753,4.0,1
STU163754,2.6,2
STU163755,4.3,0
STU163756,4.4,0
STU163757,5.0,1
STU163758,4.8,1
STU163759,4.4,2
STU163760,4.9,0
STU163761,3.3,1
STU163762,5.0,0
STU163763,3.3,2
STU163764,3.0,1
STU163765,4.8,0
STU163766,4.0,0
STU163767,4.2,1
STU163768,3.8,3
STU163769,5.0,1
STU163770,5.0,0
STU163771,3.4,1
STU163772,4.7,3
STU163773,5.0,0
STU163774,4.5,0
STU163775,4.1,1
STU163776,5.0,0
STU163777,5.0,1
STU163778,5.0,0
STU163779,5.0,0
STU163780,5.0,0
STU163781,3.7,1
STU163782,3.9,1
STU163783,4.3,2
STU163784,4.3,0
STU163785,4.2,0
STU163786,2.4,1
STU163787,5.0,0
STU163788,4.5,1
STU163789,4.7,1
STU163790,3.7,1
STU163791,3.1,1
STU163792,3.7,1
STU163793,3.3,1
STU163794,4.5,1
STU163795,4.0,2
STU163796,4.9,1
STU163797,3.2,1
STU163798,5.0,3
STU163799,4.1,2
STU163800,4.6,1
STU163801,4.7,2
STU163802,4.5,2
STU163803,3.6,0
STU163804,3.8,0
STU163805,5.0,1
STU163806,5.0,2
STU163807,4.2,1
STU163808,3.0,1
STU163809,4.1,1
STU163810,2.7,1
STU163811,4.1,0
STU163812,5.0,0
STU163813,4.2,0
STU163814,5.0,1
STU163815,3.5,2
STU163816,3.6,2
STU163817,3.5,0
STU163818,4.5,1
STU163819,3.1,1
STU163820,4.1,1
STU163821,4.5,0
STU163822,3.4,1
STU163823,4.7,0
STU163824,5.0,1
STU163825,3.7,1
STU163826,4.3,1
STU163827,3.1,1
STU163828,4.5,0
STU163829,3.2,1
STU163830,2.6,0
STU163831,3.6,0
STU163832,4.4,1
STU163833,3.4,0
STU163834,3.1,2
STU163835,3.7,2
STU163836,3.4,2
STU163837,5.0,1
STU163838,4.3,0
STU163839,4.6,2
STU163840,5.0,0
STU163841,4.3,1
STU163842,3.6,1
STU163843,4.8,0
STU163844,4.2,1
STU163845,4.3,1
STU163846,3.0,0
STU163847,5.0,0
STU163848,4.8,0
STU163849,4.4,1
STU163850,4.3,3
STU163851,4.4,1
STU163852,5.0,1
STU163853,4.7,1
STU163854,4.1,0
STU163855,3.5,0
STU163856,3.2,1
STU163857,3.9,1
STU163858,4.5,1
STU163859,3.8,2
STU163860,4.4,0
STU163861,5.0,1
STU163862,5.0,2
STU163863,3.5,1
STU163864,2.8,1
STU163865,2.4,0
STU163866,5.0,1
STU163867,4.0,1
STU163868,4.9,1
STU163869,3.2,0
STU163870,4.3,0
STU163871,4.3,2
STU163872,4.7,0
STU163873,3.3,0
STU163874,5.0,1
STU163875,5.0,1
STU163876,3.5,0
STU163877,3.5,0
STU163878,2.3,2
STU163879,3.6,1
STU163880,4.5,1
STU163881,5.0,3
STU163882,3.1,0
STU163883,3.4,1
STU163884,4.1,2
STU163885,4.6,2
STU163886,4.3,2
STU163887,4.4,0
STU163888,2.8,2
STU163889,4.0,0
STU163890,4.3,0
STU163891,4.6,2
STU163892,3.8,2
STU163893,4.6,2
STU163894,3.4,0
STU163895,3.8,1
STU163896,4.0,1
STU163897,4.3,0
STU163898,4.5,0
STU163899,5.0,0
STU163900,4.1,1
STU163901,4.5,1
STU163902,4.4,2
STU163903,3.4,1
STU163904,5.0,0
STU163905,4.7,3
STU163906,2.8,1
STU163907,1.7,1
STU163908,3.5,1
STU163909,3.4,2
STU163910,3.0,1
STU163911,4.8,1
STU163912,3.0,0
STU163913,4.3,1
STU163914,3.4,1
STU163915,4.6,1
STU163916,4.9,0
STU163917,4.6,2
STU163918,4.1,0
STU163919,4.6,0
STU163920,4.0,0
STU163921,5.0,0
STU163922,4.6,1
STU163923,3.6,1
STU163924,4.4,1
STU163925,4.1,0
STU163926,2.1,2
STU163927,4.6,1
STU163928,3.8,0
STU163929,2.3,1
STU163930,5.0,1
STU163931,3.7,0
STU163932,4.6,0
STU163933,5.0,0
STU163934,4.7,1
STU163935,3.9,2
STU163936,3.3,0
STU163937,4.7,1
STU163938,4.7,0
STU163939,3.5,2
STU163940,4.5,1
STU163941,5.0,0
STU163942,5.0,0
STU163943,3.4,1
STU163944,3.7,0
STU163945,3.7,2
STU163946,3.4,0
STU163947,3.5,2
STU163948,4.5,1
STU163949,3.6,1
STU163950,5.0,0
STU163951,4.2,1
STU163952,4.8,1
STU163953,2.5,1
STU163954,4.3,1
STU163955,5.0,1
STU163956,4.0,0
STU163957,3.8,0
STU163958,5.0,1
STU163959,5.0,0
STU163960,5.0,1
STU163961,4.4,2
STU163962,4.4,4
STU163963,4.9,0
STU163964,4.2,1
STU163965,3.0,2
STU163966,4.9,1
STU163967,5.0,1
STU163968,4.5,0
STU163969,4.2,1
STU163970,3.6,0
STU163971,4.2,1
STU163972,5.0,0
STU163973,3.8,1
STU163974,3.7,3
STU163975,4.0,0
STU163976,4.7,2
STU163977,3.2,1
STU163978,3.4,0
STU163979,3.9,0
STU163980,5.0,2
STU163981,5.0,0
STU163982,4.1,1
STU163983,3.7,0
STU163984,5.0,0
STU163985,3.7,1
STU163986,4.1,0
STU163987,3.8,0
STU163988,3.6,1
STU163989,5.0,1
STU163990,4.2,1
STU163991,5.0,1
STU163992,2.6,1
STU163993,4.2,1
STU163994,3.3,0
STU163995,3.9,2
STU163996,4.1,1
STU163997,3.4,0
STU163998,5.0,0
STU163999,3.3,0
STU164000,3.2,0
STU164001,4.2,1
STU164002,4.1,1
STU164003,4.3,0
STU164004,3.4,0
STU164005,3.7,0
STU164006,4.4,1
STU164007,4.5,0
STU164008,3.4,1
STU164009,2.8,1
STU164010,5.0,0
STU164011,3.9,0
STU164012,3.2,2
STU164013,3.5,1
STU164014,3.3,1
STU164015,5.0,1
STU164016,4.7,0
STU164017,4.0,0
STU164018,3.4,0
STU164019,4.5,0
STU164020,3.7,1
STU164021,4.5,3
STU164022,3.4,0
STU164023,5.0,1
STU164024,3.2,0
STU164025,3.5,1
STU164026,4.5,2
STU164027,5.0,0
STU164028,4.4,1
STU164029,3.1,2
STU164030,4.0,0
STU164031,4.1,1
STU164032,4.0,1
STU164033,5.0,2
STU164034,4.2,0
STU164035,4.6,1
STU164036,2.4,1
STU164037,4.1,1
STU164038,3.4,1
STU164039,4.4,0
STU164040,3.6,1
STU164041,5.0,0
STU164042,2.7,4
STU164043,4.5,1
STU164044,2.8,1
STU164045,3.7,2
STU164046,2.1,0
STU164047,5.0,2
STU164048,4.3,0
STU164049,5.0,0
STU164050,4.3,2
STU164051,3.3,2
STU164052,4.0,3
STU164053,3.8,0
STU164054,5.0,1
STU164055,2.8,1
STU164056,4.0,1
STU164057,3.8,3
STU164058,5.0,0
STU164059,4.0,1
STU164060,4.7,1
STU164061,4.7,0
STU164062,3.6,0
STU164063,4.1,2
STU164064,5.0,1
STU164065,4.4,0
STU164066,5.0,0
STU164067,5.0,1
STU164068,4.7,1
STU164069,3.8,0
STU164070,4.5,2
STU164071,4.3,2
STU164072,4.4,1
STU164073,4.1,0
STU164074,4.7,1
STU164075,5.0,1
STU164076,4.5,2
STU164077,3.4,1
STU164078,4.3,1
STU164079,3.7,1
STU164080,4.4,0
STU164081,4.0,2
STU164082,2.9,1
STU164083,5.0,2
STU164084,5.0,1
STU164085,5.0,0
STU164086,4.8,1
STU164087,4.3,1
STU164088,4.6,3
STU164089,3.4,1
STU164090,4.9,1
STU164091,4.1,1
STU164092,4.2,0
STU164093,4.0,1
STU164094,5.0,0
STU164095,4.8,0
STU164096,4.0,1
STU164097,4.3,2
STU164098,3.8,0
STU164099,4.4,0
STU164100,3.4,0
STU164101,4.2,0
STU164102,4.3,2
STU164103,4.5,2
STU164104,4.1,1
STU164105,4.0,2
STU164106,4.3,0
STU164107,3.2,1
STU164108,5.0,1
STU164109,3.1,2
STU164110,3.2,0
STU164111,4.0,0
STU164112,5.0,0
STU164113,4.2,0
STU164114,5.0,0
STU164115,4.1,0
STU164116,4.8,0
STU164117,5.0,1
STU164118,3.1,2
STU164119,2.6,0
STU164120,4.6,0
STU164121,4.7,3
STU164122,4.0,1
STU164123,3.9,0
STU164124,2.8,3
STU164125,3.5,2
STU164126,4.8,2
STU164127,3.8,3
STU164128,4.4,1
STU164129,3.2,1
STU164130,5.0,1
STU164131,5.0,0
STU164132,3.8,1
STU164133,3.3,0
STU164134,4.9,0
STU164135,4.1,2
STU164136,3.6,0
STU164137,4.0,3
STU164138,2.2,2
STU164139,4.4,0
STU164140,3.3,1
STU164141,5.0,2
STU164142,4.6,0
STU164143,3.8,2
STU164144,3.5,1
STU164145,4.1,0
STU164146,4.9,1
STU164147,3.8,1
STU164148,5.0,0
STU164149,2.8,1
STU164150,3.3,1
STU164151,3.8,2
STU164152,4.1,0
STU164153,4.6,2
STU164154,4.9,0
STU164155,4.4,1
STU164156,3.6,1
STU164157,3.6,0
STU164158,4.2,0
STU164159,4.9,2
STU164160,4.8,1
STU164161,5.0,1
STU164162,5.0,1
STU164163,3.7,1
STU164164,3.8,1
STU164165,4.7,3
STU164166,3.5,1
STU164167,4.3,0
STU164168,3.4,0
STU164169,4.8,0
STU164170,2.5,1
STU164171,4.9,0
STU164172,4.2,1
STU164173,5.0,0
STU164174,4.2,1
STU164175,3.5,1
STU164176,4.8,1
STU164177,4.9,2
STU164178,2.7,2
STU164179,4.4,1
STU164180,4.2,1
STU164181,3.7,1
STU164182,4.5,1
STU164183,4.8,0
STU164184,3.2,1
STU164185,5.0,0
STU164186,4.6,0
STU164187,2.0,1
STU164188,3.9,4
STU164189,5.0,1
STU164190,4.6,2
STU164191,4.5,2
STU164192,5.0,0
STU164193,4.7,2
STU164194,4.4,2
STU164195,4.3,0
STU164196,3.3,1
STU164197,4.4,0
STU164198,3.6,0
STU164199,4.1,1
STU164200,3.0,2
STU164201,4.1,1
STU164202,4.2,2
STU164203,4.4,0
STU164204,4.8,0
STU164205,4.0,0
STU164206,4.0,1
STU164207,4.0,2
STU164208,3.6,1
STU164209,3.5,3
STU164210,2.9,3
STU164211,4.6,0
STU164212,4.1,0
STU164213,5.0,2
STU164214,3.7,2
STU164215,3.8,1
STU164216,5.0,1
STU164217,4.5,0
STU164218,5.0,1
STU164219,4.7,0
STU164220,3.4,0
STU164221,5.0,1
STU164222,3.8,1
STU164223,4.9,0
STU164224,3.5,1
STU164225,5.0,1
STU164226,3.8,2
STU164227,5.0,1
STU164228,3.9,1
STU164229,2.4,0
STU164230,5.0,2
STU164231,4.4,2
STU164232,3.7,0
STU164233,2.5,1
STU164234,4.0,1
STU164235,4.1,2
STU164236,4.2,0
STU164237,3.8,0
STU164238,4.0,0
STU164239,4.0,2
STU164240,4.6,0
STU164241,5.0,0
STU164242,4.3,1
STU164243,3.5,1
STU164244,2.7,1
STU164245,4.3,0
STU164246,2.9,0
STU164247,3.8,1
STU164248,3.6,2
STU164249,2.6,0
STU164250,5.0,1
STU164251,4.7,2
STU164252,4.9,1
STU164253,5.0,0
STU164254,4.0,0
STU164255,3.4,1
STU164256,3.2,1
STU164257,3.5,0
STU164258,2.8,1
STU164259,3.4,0
STU164260,3.4,0
STU164261,4.0,0
STU164262,5.0,3
STU164263,3.4,2
STU164264,5.0,1
STU164265,2.7,0
STU164266,3.7,2
STU164267,5.0,2
STU164268,3.7,2
STU164269,4.6,1
STU164270,4.9,2
STU164271,4.2,0
STU164272,3.6,0
STU164273,4.2,0
STU164274,4.6,2
STU164275,2.5,2
STU164276,4.1,1
STU164277,3.3,1
STU164278,4.9,1
STU164279,4.3,0
STU164280,3.7,2
STU164281,3.8,1
STU164282,5.0,1
STU164283,5.0,0
STU164284,4.5,1
STU164285,3.1,0
STU164286,4.1,1
STU164287,1.8,2
STU164288,4.2,2
STU164289,4.0,0
STU164290,5.0,0
STU164291,4.3,1
STU164292,5.0,0
STU164293,2.7,1
STU164294,3.7,1
STU164295,3.3,1
STU164296,4.5,2
STU164297,4.5,0
STU164298,5.0,1
STU164299,4.7,1
STU164300,4.7,0
STU164301,2.7,1
STU164302,4.0,2
STU164303,2.8,2
STU164304,4.2,1
STU164305,4.4,0
STU164306,4.0,0
STU164307,4.0,2
STU164308,4.0,2
STU164309,4.0,0
STU164310,5.0,0
STU164311,2.8,1
STU164312,3.5,6
STU164313,4.1,1
STU164314,4.3,0
STU164315,4.8,1
STU164316,4.7,0
STU164317,3.9,0
STU164318,4.5,2
STU164319,3.4,0
STU164320,1.9,0
STU164321,2.5,1
STU164322,4.5,4
STU164323,5.0,1
STU164324,3.6,1
STU164325,4.4,2
STU164326,4.5,0
STU164327,4.5,2
STU164328,3.5,2
STU164329,3.5,0
STU164330,3.7,1
STU164331,3.7,1
STU164332,4.1,1
STU164333,5.0,2
STU164334,4.7,4
STU164335,4.0,1
STU164336,5.0,1
STU164337,4.7,1
STU164338,4.3,1
STU164339,3.6,0
STU164340,4.9,5
STU164341,5.0,1
STU164342,4.8,0
STU164343,4.1,1
STU164344,5.0,2
STU164345,4.3,1
STU164346,3.8,0
STU164347,5.0,0
STU164348,2.6,0
STU164349,3.7,2
STU164350,3.9,0
STU164351,3.7,0
STU164352,2.7,2
STU164353,5.0,0
STU164354,3.7,0
STU164355,4.2,1
STU164356,4.0,0
STU164357,3.7,1
STU164358,3.6,2
STU164359,2.4,0
STU164360,3.0,1
STU164361,4.7,1
STU164362,3.9,2
STU164363,4.6,0
STU164364,4.7,1
STU164365,2.7,1
STU164366,4.1,1
STU164367,4.9,3
STU164368,4.1,0
STU164369,4.2,1
STU164370,4.2,0
STU164371,3.8,1
STU164372,3.1,2
STU164373,4.6,0
STU164374,5.0,1
STU164375,4.5,1
STU164376,4.0,0
STU164377,3.7,2
STU164378,3.4,0
STU164379,4.6,0
STU164380,5.0,1
STU164381,3.3,0
STU164382,4.0,2
STU164383,5.0,0
STU164384,3.5,2
STU164385,4.5,2
STU164386,4.5,1
STU164387,5.0,0
STU164388,4.7,1
STU164389,3.5,1
STU164390,5.0,0
STU164391,3.0,1
STU164392,5.0,0
STU164393,4.0,1
STU164394,4.2,1
STU164395,4.1,0
STU164396,4.4,2
STU164397,3.6,0
STU164398,3.3,0
STU164399,4.0,3
STU164400,4.2,0
STU164401,4.8,2
STU164402,4.4,1
STU164403,4.5,2
STU164404,4.4,0
STU164405,2.8,2
STU164406,3.6,1
STU164407,3.5,1
STU164408,3.6,1
STU164409,2.9,0
STU164410,4.2,0
STU164411,4.1,1
STU164412,3.7,0
STU164413,4.4,0
STU164414,3.4,0
STU164415,3.2,4
STU164416,5.0,0
STU164417,5.0,2
STU164418,3.1,3
STU164419,4.5,0
STU164420,5.0,0
STU164421,3.7,1
STU164422,4.6,0
STU164423,2.7,0
STU164424,3.1,2
STU164425,3.8,0
STU164426,2.9,0
STU164427,4.8,0
STU164428,3.1,0
STU164429,5.0,0
STU164430,4.3,0
STU164431,4.7,1
STU164432,4.1,2
STU164433,4.9,0
STU164434,5.0,0
STU164435,4.8,0
STU164436,4.3,3
STU164437,3.6,0
STU164438,4.1,2
STU164439,4.1,2
STU164440,4.0,0
STU164441,3.6,2
STU164442,4.4,0
STU164443,3.8,1
STU164444,3.0,2
STU164445,3.0,0
STU164446,4.6,1
STU164447,3.6,1
STU164448,4.7,1
STU164449,5.0,2
STU164450,4.3,2
STU164451,5.0,1
STU164452,3.1,0
STU164453,5.0,0
STU164454,2.7,1
STU164455,3.2,0
STU164456,5.0,0
STU164457,3.9,1
STU164458,3.8,0
STU164459,4.1,3
STU164460,5.0,1
STU164461,4.1,0
STU164462,4.9,0
STU164463,4.1,0
STU164464,4.3,3
STU164465,4.6,1
STU164466,5.0,0
STU164467,3.8,2
STU164468,4.9,1
STU164469,4.5,0
STU164470,2.9,2
STU164471,4.8,1
STU164472,4.7,2
STU164473,3.5,0
STU164474,3.3,0
STU164475,3.9,2
STU164476,5.0,2
STU164477,3.4,1
STU164478,5.0,1
STU164479,3.4,2
STU164480,4.5,0
STU164481,4.4,1
STU164482,5.0,3
STU164483,3.5,1
STU164484,4.7,1
STU164485,3.8,1
STU164486,4.6,1
STU164487,5.0,1
STU164488,3.6,1
STU164489,5.0,2
STU164490,3.8,3
STU164491,5.0,0
STU164492,4.6,0
STU164493,4.4,0
STU164494,4.8,2
STU164495,4.7,1
STU164496,5.0,1
STU164497,4.9,0
STU164498,4.3,0
STU164499,4.1,0
STU164500,4.9,0
STU164501,4.9,1
STU164502,3.3,0
STU164503,2.6,4
STU164504,3.8,0
STU164505,4.1,1
STU164506,3.6,0
STU164507,2.1,4
STU164508,4.4,0
STU164509,4.9,0
STU164510,3.4,1
STU164511,5.0,0
STU164512,3.8,0
STU164513,4.3,0
STU164514,5.0,0
STU164515,5.0,0
STU164516,3.7,2
STU164517,4.8,0
STU164518,4.1,1
STU164519,3.6,0
STU164520,4.0,0
STU164521,5.0,1
STU164522,3.3,1
STU164523,4.9,0
STU164524,4.2,2
STU164525,5.0,0
STU164526,4.1,0
STU164527,4.2,3
STU164528,4.2,1
STU164529,3.2,2
STU164530,4.7,1
STU164531,4.8,0
STU164532,4.5,3
STU164533,4.8,0
STU164534,5.0,1
STU164535,5.0,0
STU164536,4.7,2
STU164537,3.4,2
STU164538,4.9,0
STU164539,5.0,0
STU164540,4.7,1
STU164541,5.0,0
STU164542,5.0,1
STU164543,4.6,3
STU164544,5.0,0
STU164545,4.6,2
STU164546,3.6,0
STU164547,4.3,0
STU164548,4.4,0
STU164549,5.0,0
STU164550,4.9,0
STU164551,3.5,4
STU164552,3.4,0
STU164553,4.8,0
STU164554,4.0,1
STU164555,3.5,0
STU164556,5.0,2
STU164557,4.6,0
STU164558,3.7,1
STU164559,4.8,1
STU164560,4.0,1
STU164561,3.7,2
STU164562,4.3,1
STU164563,5.0,1
STU164564,4.9,0
STU164565,3.7,2
STU164566,4.8,2
STU164567,4.2,1
STU164568,5.0,0
STU164569,4.0,2
STU164570,3.8,0
STU164571,3.8,1
STU164572,3.4,1
STU164573,5.0,4
STU164574,3.9,0
STU164575,4.2,2
STU164576,4.2,1
STU164577,3.7,0
STU164578,4.8,0
STU164579,4.8,0
STU164580,5.0,0
STU164581,4.4,0
STU164582,3.2,1
STU164583,3.0,1
STU164584,4.1,1
STU164585,2.1,2
STU164586,2.5,2
STU164587,5.0,0
STU164588,4.7,1
STU164589,4.6,4
STU164590,4.6,0
STU164591,2.6,1
STU164592,3.2,0
STU164593,3.9,2
STU164594,3.9,2
STU164595,4.0,2
STU164596,3.8,0
STU164597,2.9,0
STU164598,4.6,1
STU164599,4.2,0
STU164600,5.0,0
STU164601,4.4,2
STU164602,3.4,0
STU164603,3.3,2
STU164604,3.7,0
STU164605,4.3,1
STU164606,2.6,2
STU164607,4.0,1
STU164608,3.4,0
STU164609,4.6,0
STU164610,4.1,0
STU164611,3.3,1
STU164612,4.1,0
STU164613,4.4,0
STU164614,3.9,0
STU164615,3.9,2
STU164616,4.7,1
STU164617,4.1,0
STU164618,5.0,0
STU164619,3.8,0
STU164620,5.0,1
STU164621,3.7,0
STU164622,4.1,2
STU164623,3.6,4
STU164624,3.5,0
STU164625,5.0,0
STU164626,3.3,2
STU164627,5.0,0
STU164628,3.9,3
STU164629,5.0,0
STU164630,3.8,0
STU164631,4.1,0
STU164632,4.7,0
STU164633,2.7,1
STU164634,4.5,3
STU164635,2.5,2
STU164636,3.7,0
STU164637,3.2,0
STU164638,3.6,0
STU164639,3.1,0
STU164640,4.4,1
STU164641,5.0,1
STU164642,5.0,0
STU164643,4.3,2
STU164644,4.0,1
STU164645,5.0,1
STU164646,3.1,0
STU164647,2.9,0
STU164648,4.1,1
STU164649,5.0,1
STU164650,3.3,0
STU164651,4.3,0
STU164652,5.0,0
STU164653,4.1,2
STU164654,4.8,0
STU164655,3.3,1
STU164656,4.1,2
STU164657,4.6,0
STU164658,4.9,1
STU164659,3.7,0
STU164660,4.1,0
STU164661,5.0,1
STU164662,5.0,0
STU164663,5.0,2
STU164664,3.7,0
STU164665,2.1,1
STU164666,3.3,0
STU164667,4.4,1
STU164668,4.4,2
STU164669,2.8,0
STU164670,3.6,2
STU164671,3.2,1
STU164672,2.1,4
STU164673,2.0,1
STU164674,3.8,2
STU164675,3.2,1
STU164676,4.5,3
STU164677,4.7,0
STU164678,3.9,2
STU164679,2.9,0
STU164680,4.1,1
STU164681,5.0,1
STU164682,4.6,0
STU164683,3.4,1
STU164684,3.1,2
STU164685,3.3,2
STU164686,4.5,0
STU164687,3.4,2
STU164688,4.9,0
STU164689,3.5,0
STU164690,4.2,0
STU164691,5.0,3
STU164692,4.8,1
STU164693,3.2,0
